id,x,y,z,cluster_id
282,-11.700000,11.500000,6.977273,2
283,12.300000,11.500000,-5.022727,3
284,-12.980000,-11.395833,-5.659091,0
285,11.020000,-11.395833,6.340909,1
286,-12.980000,12.604167,6.340909,2
287,11.020000,12.604167,-5.659091,3
288,-12.240000,-12.312500,-6.295455,0
289,11.760000,-12.312500,5.704545,1
290,-12.240000,11.687500,5.704545,2
291,11.760000,11.687500,-6.295455,3
292,-11.500000,-11.208333,-6.931818,0
293,12.500000,-11.208333,5.068182,1
294,-11.500000,12.791667,5.068182,2
295,12.500000,12.791667,-6.931818,3
296,-12.780000,-12.125000,-5.545455,0
297,11.220000,-12.125000,6.454545,1
298,-12.780000,11.875000,6.454545,2
299,11.220000,11.875000,-5.545455,3
300,-12.040000,-11.020833,-6.181818,0
301,11.960000,-11.020833,5.818182,1
302,-12.040000,12.979167,5.818182,2
303,11.960000,12.979167,-6.181818,3
304,-11.300000,-11.937500,-6.818182,0
305,12.700000,-11.937500,5.181818,1
306,-11.300000,12.062500,5.181818,2
307,12.700000,12.062500,-6.818182,3
308,-12.580000,-12.854167,-5.431818,0
309,11.420000,-12.854167,6.568182,1
310,-12.580000,11.145833,6.568182,2
311,11.420000,11.145833,-5.431818,3
312,-11.840000,-11.750000,-6.068182,0
313,12.160000,-11.750000,5.931818,1
314,-11.840000,12.250000,5.931818,2
315,12.160000,12.250000,-6.068182,3
316,-11.100000,-12.666667,-6.704545,0
317,12.900000,-12.666667,5.295455,1
318,-11.100000,11.333333,5.295455,2
319,12.900000,11.333333,-6.704545,3
320,-12.380000,-11.562500,-5.318182,0
321,11.620000,-11.562500,6.681818,1
322,-12.380000,12.437500,6.681818,2
323,11.620000,12.437500,-5.318182,3
324,-11.640000,-12.479167,-5.954545,0
325,12.360000,-12.479167,6.045455,1
326,-11.640000,11.520833,6.045455,2
327,12.360000,11.520833,-5.954545,3
328,-12.920000,-11.375000,-6.590909,0
329,11.080000,-11.375000,5.409091,1
330,-12.920000,12.625000,5.409091,2
331,11.080000,12.625000,-6.590909,3
332,-12.180000,-12.291667,-5.204545,0
333,11.820000,-12.291667,6.795455,1
334,-12.180000,11.708333,6.795455,2
335,11.820000,11.708333,-5.204545,3
336,-11.440000,-11.187500,-5.840909,0
337,12.560000,-11.187500,6.159091,1
338,-11.440000,12.812500,6.159091,2
339,12.560000,12.812500,-5.840909,3
340,-12.720000,-12.104167,-6.477273,0
341,11.280000,-12.104167,5.522727,1
342,-12.720000,11.895833,5.522727,2
343,11.280000,11.895833,-6.477273,3
344,-11.980000,-11.000000,-5.090909,0
345,12.020000,-11.000000,6.909091,1
346,-11.980000,13.000000,6.909091,2
347,12.020000,13.000000,-5.090909,3
348,-11.240000,-11.916667,-5.727273,0
349,12.760000,-11.916667,6.272727,1
350,-11.240000,12.083333,6.272727,2
351,12.760000,12.083333,-5.727273,3
352,-12.520000,-12.833333,-6.363636,0
353,11.480000,-12.833333,5.636364,1
354,-12.520000,11.166667,5.636364,2
355,11.480000,11.166667,-6.363636,3
356,-11.780000,-11.729167,-7.000000,0
357,12.220000,-11.729167,5.000000,1
358,-11.780000,12.270833,5.000000,2
359,12.220000,12.270833,-7.000000,3
360,-11.040000,-12.645833,-5.613636,0
361,12.960000,-12.645833,6.386364,1
362,-11.040000,11.354167,6.386364,2
363,12.960000,11.354167,-5.613636,3
364,-12.320000,-11.541667,-6.250000,0
365,11.680000,-11.541667,5.750000,1
366,-12.320000,12.458333,5.750000,2
367,11.680000,12.458333,-6.250000,3
368,-11.580000,-12.458333,-6.886364,0
369,12.420000,-12.458333,5.113636,1
370,-11.580000,11.541667,5.113636,2
371,12.420000,11.541667,-6.886364,3
372,-12.860000,-11.354167,-5.500000,0
373,11.140000,-11.354167,6.500000,1
374,-12.860000,12.645833,6.500000,2
375,11.140000,12.645833,-5.500000,3
376,-12.120000,-12.270833,-6.136364,0
377,11.880000,-12.270833,5.863636,1
378,-12.120000,11.729167,5.863636,2
379,11.880000,11.729167,-6.136364,3
380,-11.380000,-11.166667,-6.772727,0
381,12.620000,-11.166667,5.227273,1
382,-11.380000,12.833333,5.227273,2
383,12.620000,12.833333,-6.772727,3
384,-12.660000,-12.083333,-5.386364,0
385,11.340000,-12.083333,6.613636,1
386,-12.660000,11.916667,6.613636,2
387,11.340000,11.916667,-5.386364,3
388,-11.920000,-13.000000,-6.022727,0
389,12.080000,-13.000000,5.977273,1
390,-11.920000,11.000000,5.977273,2
391,12.080000,11.000000,-6.022727,3
392,-11.180000,-11.895833,-6.659091,0
393,12.820000,-11.895833,5.340909,1
394,-11.180000,12.104167,5.340909,2
395,12.820000,12.104167,-6.659091,3
396,-12.460000,-12.812500,-5.272727,0
397,11.540000,-12.812500,6.727273,1
398,-12.460000,11.187500,6.727273,2
399,11.540000,11.187500,-5.272727,3
400,-11.720000,-11.708333,-5.909091,0
401,12.280000,-11.708333,6.090909,1
402,-11.720000,12.291667,6.090909,2
403,12.280000,12.291667,-5.909091,3
404,-13.000000,-12.625000,-6.545455,0
405,11.000000,-12.625000,5.454545,1
406,-13.000000,11.375000,5.454545,2
407,11.000000,11.375000,-6.545455,3
408,-12.260000,-11.520833,-5.159091,0
409,11.740000,-11.520833,6.840909,1
410,-12.260000,12.479167,6.840909,2
411,11.740000,12.479167,-5.159091,3
412,-11.520000,-12.437500,-5.795455,0
413,12.480000,-12.437500,6.204545,1
414,-11.520000,11.562500,6.204545,2
415,12.480000,11.562500,-5.795455,3
416,-12.800000,-11.333333,-6.431818,0
417,11.200000,-11.333333,5.568182,1
418,-12.800000,12.666667,5.568182,2
419,11.200000,12.666667,-6.431818,3
420,-12.060000,-12.250000,-5.045455,0
421,11.940000,-12.250000,6.954545,1
422,-12.060000,11.750000,6.954545,2
423,11.940000,11.750000,-5.045455,3
424,-11.320000,-11.145833,-5.681818,0
425,12.680000,-11.145833,6.318182,1
426,-11.320000,12.854167,6.318182,2
427,12.680000,12.854167,-5.681818,3
428,-12.600000,-12.062500,-6.318182,0
429,11.400000,-12.062500,5.681818,1
430,-12.600000,11.937500,5.681818,2
431,11.400000,11.937500,-6.318182,3
432,-11.860000,-12.979167,-6.954545,0
433,12.140000,-12.979167,5.045455,1
434,-11.860000,11.020833,5.045455,2
435,12.140000,11.020833,-6.954545,3
436,-11.120000,-11.875000,-5.568182,0
437,12.880000,-11.875000,6.431818,1
438,-11.120000,12.125000,6.431818,2
439,12.880000,12.125000,-5.568182,3
440,-12.400000,-12.791667,-6.204545,0
441,11.600000,-12.791667,5.795455,1
442,-12.400000,11.208333,5.795455,2
443,11.600000,11.208333,-6.204545,3
444,-11.660000,-11.687500,-6.840909,0
445,12.340000,-11.687500,5.159091,1
446,-11.660000,12.312500,5.159091,2
447,12.340000,12.312500,-6.840909,3
448,-12.940000,-12.604167,-5.454545,0
449,11.060000,-12.604167,6.545455,1
450,-12.940000,11.395833,6.545455,2
451,11.060000,11.395833,-5.454545,3
452,-12.200000,-11.500000,-6.090909,0
453,11.800000,-11.500000,5.909091,1
454,-12.200000,12.500000,5.909091,2
455,11.800000,12.500000,-6.090909,3
456,-11.460000,-12.416667,-6.727273,0
457,12.540000,-12.416667,5.272727,1
458,-11.460000,11.583333,5.272727,2
459,12.540000,11.583333,-6.727273,3
460,-12.740000,-11.312500,-5.340909,0
461,11.260000,-11.312500,6.659091,1
462,-12.740000,12.687500,6.659091,2
463,11.260000,12.687500,-5.340909,3
464,-12.000000,-12.229167,-5.977273,0
465,12.000000,-12.229167,6.022727,1
466,-12.000000,11.770833,6.022727,2
467,12.000000,11.770833,-5.977273,3
468,-11.260000,-11.125000,-6.613636,0
469,12.740000,-11.125000,5.386364,1
470,-11.260000,12.875000,5.386364,2
471,12.740000,12.875000,-6.613636,3
472,-12.540000,-12.041667,-5.227273,0
473,11.460000,-12.041667,6.772727,1
474,-12.540000,11.958333,6.772727,2
475,11.460000,11.958333,-5.227273,3
476,-11.800000,-12.958333,-5.863636,0
477,12.200000,-12.958333,6.136364,1
478,-11.800000,11.041667,6.136364,2
479,12.200000,11.041667,-5.863636,3
480,-11.060000,-11.854167,-6.500000,0
481,12.940000,-11.854167,5.500000,1
482,-11.060000,12.145833,5.500000,2
483,12.940000,12.145833,-6.500000,3
484,-12.340000,-12.770833,-5.113636,0
485,11.660000,-12.770833,6.886364,1
486,-12.340000,11.229167,6.886364,2
487,11.660000,11.229167,-5.113636,3
488,-11.600000,-11.666667,-5.750000,0
489,12.400000,-11.666667,6.250000,1
490,-11.600000,12.333333,6.250000,2
491,12.400000,12.333333,-5.750000,3
492,-12.880000,-12.583333,-6.386364,0
493,11.120000,-12.583333,5.613636,1
494,-12.880000,11.416667,5.613636,2
495,11.120000,11.416667,-6.386364,3
496,-12.140000,-11.479167,-5.000000,0
497,11.860000,-11.479167,7.000000,1
498,-12.140000,12.520833,7.000000,2
499,11.860000,12.520833,-5.000000,3
500,-11.400000,-12.395833,-5.636364,0
501,12.600000,-12.395833,6.363636,1
502,-11.400000,11.604167,6.363636,2
503,12.600000,11.604167,-5.636364,3
504,-12.680000,-11.291667,-6.272727,0
505,11.320000,-11.291667,5.727273,1
506,-12.680000,12.708333,5.727273,2
507,11.320000,12.708333,-6.272727,3
508,-11.940000,-12.208333,-6.909091,0
509,12.060000,-12.208333,5.090909,1
510,-11.940000,11.791667,5.090909,2
511,12.060000,11.791667,-6.909091,3
512,-11.200000,-11.104167,-5.522727,0
513,12.800000,-11.104167,6.477273,1
514,-11.200000,12.895833,6.477273,2
515,12.800000,12.895833,-5.522727,3
516,-12.480000,-12.020833,-6.159091,0
517,11.520000,-12.020833,5.840909,1
518,-12.480000,11.979167,5.840909,2
519,11.520000,11.979167,-6.159091,3
520,-11.740000,-12.937500,-6.795455,0
521,12.260000,-12.937500,5.204545,1
522,-11.740000,11.062500,5.204545,2
523,12.260000,11.062500,-6.795455,3
524,-11.000000,-11.833333,-5.409091,0
525,13.000000,-11.833333,6.590909,1
526,-11.000000,12.166667,6.590909,2
527,13.000000,12.166667,-5.409091,3
528,-12.280000,-12.750000,-6.045455,0
529,11.720000,-12.750000,5.954545,1
530,-12.280000,11.250000,5.954545,2
531,11.720000,11.250000,-6.045455,3
532,-11.540000,-11.645833,-6.681818,0
533,12.460000,-11.645833,5.318182,1
534,-11.540000,12.354167,5.318182,2
535,12.460000,12.354167,-6.681818,3
536,-12.820000,-12.562500,-5.295455,0
537,11.180000,-12.562500,6.704545,1
538,-12.820000,11.437500,6.704545,2
539,11.180000,11.437500,-5.295455,3
540,-12.080000,-11.458333,-5.931818,0
541,11.920000,-11.458333,6.068182,1
542,-12.080000,12.541667,6.068182,2
543,11.920000,12.541667,-5.931818,3
544,-11.340000,-12.375000,-6.568182,0
545,12.660000,-12.375000,5.431818,1
546,-11.340000,11.625000,5.431818,2
547,12.660000,11.625000,-6.568182,3
548,-12.620000,-11.270833,-5.181818,0
549,11.380000,-11.270833,6.818182,1
550,-12.620000,12.729167,6.818182,2
551,11.380000,12.729167,-5.181818,3
552,-11.880000,-12.187500,-5.818182,0
553,12.120000,-12.187500,6.181818,1
554,-11.880000,11.812500,6.181818,2
555,12.120000,11.812500,-5.818182,3
556,-11.140000,-11.083333,-6.454545,0
557,12.860000,-11.083333,5.545455,1
558,-11.140000,12.916667,5.545455,2
559,12.860000,12.916667,-6.454545,3
560,-12.420000,-12.000000,-5.068182,0
561,11.580000,-12.000000,6.931818,1
562,-12.420000,12.000000,6.931818,2
563,11.580000,12.000000,-5.068182,3
564,-11.680000,-12.916667,-5.704545,0
565,12.320000,-12.916667,6.295455,1
566,-11.680000,11.083333,6.295455,2
567,12.320000,11.083333,-5.704545,3
568,-12.960000,-11.812500,-6.340909,0
569,11.040000,-11.812500,5.659091,1
570,-12.960000,12.187500,5.659091,2
571,11.040000,12.187500,-6.340909,3
572,-12.220000,-12.729167,-6.977273,0
573,11.780000,-12.729167,5.022727,1
574,-12.220000,11.270833,5.022727,2
575,11.780000,11.270833,-6.977273,3
576,-11.480000,-11.625000,-5.590909,0
577,12.520000,-11.625000,6.409091,1
578,-11.480000,12.375000,6.409091,2
579,12.520000,12.375000,-5.590909,3
580,-12.760000,-12.541667,-6.227273,0
581,11.240000,-12.541667,5.772727,1
582,-12.760000,11.458333,5.772727,2
583,11.240000,11.458333,-6.227273,3
584,-12.020000,-11.437500,-6.863636,0
585,11.980000,-11.437500,5.136364,1
586,-12.020000,12.562500,5.136364,2
587,11.980000,12.562500,-6.863636,3
588,-11.280000,-12.354167,-5.477273,0
589,12.720000,-12.354167,6.522727,1
590,-11.280000,11.645833,6.522727,2
591,12.720000,11.645833,-5.477273,3
592,-12.560000,-11.250000,-6.113636,0
593,11.440000,-11.250000,5.886364,1
594,-12.560000,12.750000,5.886364,2
595,11.440000,12.750000,-6.113636,3
596,-11.820000,-12.166667,-6.750000,0
597,12.180000,-12.166667,5.250000,1
598,-11.820000,11.833333,5.250000,2
599,12.180000,11.833333,-6.750000,3
600,-11.080000,-11.062500,-5.363636,0
601,12.920000,-11.062500,6.636364,1
602,-11.080000,12.937500,6.636364,2
603,12.920000,12.937500,-5.363636,3
604,-12.360000,-11.979167,-6.000000,0
605,11.640000,-11.979167,6.000000,1
606,-12.360000,12.020833,6.000000,2
607,11.640000,12.020833,-6.000000,3
608,-11.620000,-12.895833,-6.636364,0
609,12.380000,-12.895833,5.363636,1
610,-11.620000,11.104167,5.363636,2
611,12.380000,11.104167,-6.636364,3
612,-12.900000,-11.791667,-5.250000,0
613,11.100000,-11.791667,6.750000,1
614,-12.900000,12.208333,6.750000,2
615,11.100000,12.208333,-5.250000,3
616,-12.160000,-12.708333,-5.886364,0
617,11.840000,-12.708333,6.113636,1
618,-12.160000,11.291667,6.113636,2
619,11.840000,11.291667,-5.886364,3
620,-11.420000,-11.604167,-6.522727,0
621,12.580000,-11.604167,5.477273,1
622,-11.420000,12.395833,5.477273,2
623,12.580000,12.395833,-6.522727,3
624,-12.700000,-12.520833,-5.136364,0
625,11.300000,-12.520833,6.863636,1
626,-12.700000,11.479167,6.863636,2
627,11.300000,11.479167,-5.136364,3
628,-11.960000,-11.416667,-5.772727,0
629,12.040000,-11.416667,6.227273,1
630,-11.960000,12.583333,6.227273,2
631,12.040000,12.583333,-5.772727,3
632,-11.220000,-12.333333,-6.409091,0
633,12.780000,-12.333333,5.590909,1
634,-11.220000,11.666667,5.590909,2
635,12.780000,11.666667,-6.409091,3
636,-12.500000,-11.229167,-5.022727,0
637,11.500000,-11.229167,6.977273,1
638,-12.500000,12.770833,6.977273,2
639,11.500000,12.770833,-5.022727,3
640,-11.760000,-12.145833,-5.659091,0
641,12.240000,-12.145833,6.340909,1
642,-11.760000,11.854167,6.340909,2
643,12.240000,11.854167,-5.659091,3
644,-11.020000,-11.041667,-6.295455,0
645,12.980000,-11.041667,5.704545,1
646,-11.020000,12.958333,5.704545,2
647,12.980000,12.958333,-6.295455,3
648,-12.300000,-11.958333,-6.931818,0
649,11.700000,-11.958333,5.068182,1
650,-12.300000,12.041667,5.068182,2
651,11.700000,12.041667,-6.931818,3
652,-11.560000,-12.875000,-5.545455,0
653,12.440000,-12.875000,6.454545,1
654,-11.560000,11.125000,6.454545,2
655,12.440000,11.125000,-5.545455,3
656,-12.840000,-11.770833,-6.181818,0
657,11.160000,-11.770833,5.818182,1
658,-12.840000,12.229167,5.818182,2
659,11.160000,12.229167,-6.181818,3
660,-12.100000,-12.687500,-6.818182,0
661,11.900000,-12.687500,5.181818,1
662,-12.100000,11.312500,5.181818,2
663,11.900000,11.312500,-6.818182,3
664,-11.360000,-11.583333,-5.431818,0
665,12.640000,-11.583333,6.568182,1
666,-11.360000,12.416667,6.568182,2
667,12.640000,12.416667,-5.431818,3
668,-12.640000,-12.500000,-6.068182,0
669,11.360000,-12.500000,5.931818,1
670,-12.640000,11.500000,5.931818,2
671,11.360000,11.500000,-6.068182,3
672,-11.900000,-11.395833,-6.704545,0
673,12.100000,-11.395833,5.295455,1
674,-11.900000,12.604167,5.295455,2
675,12.100000,12.604167,-6.704545,3
676,-11.160000,-12.312500,-5.318182,0
677,12.840000,-12.312500,6.681818,1
678,-11.160000,11.687500,6.681818,2
679,12.840000,11.687500,-5.318182,3
680,-12.440000,-11.208333,-5.954545,0
